ID,Club,ClubNumber,ClubJoined
240339,Sandefjord Fotball,99,2017
253395,FC Botoşani,20,2019
264661,NorthEast United FC,23,2021
263894,Al Tai,20,2020
243158,Odds BK,12,2021
248280,Odisha FC,35,2021
252888,Carlisle United,15,2019
245467,Radomiak Radom,32,2021
224650,Chongqing Liangjiang Athletic,8,2021
263706,Royal Charleroi S.C.,40,2021
258622,Colchester United,33,2020
262182,Mjøndalen IF,5,2021
262948,Walsall,30,2021
256034,Colorado Rapids,28,2020
263714,Luton Town,37,2021
264224,Heart of Midlothian,34,2019
263968,FC Lausanne-Sport,71,2021
224287,Drogheda United,25,2021
264479,Vissel Kobe,44,2021
263967,Swansea City,42,2021
262174,Tromsø IL,3,2020
256029,LA Galaxy,25,2020
263453,AFC Bournemouth,36,2019
260380,FC Groningen,30,2021
261915,Changchun Yatai FC,2,2020
261658,Royale Union Saint-Gilloise,26,2020
263186,IK Sirius,16,2021
258839,TSV 1860 München,22,2020
253461,Wolverhampton Wanderers,39,2018
252180,St. Johnstone FC,33,2019
258835,Finn Harps,17,2021
262931,VfL Bochum 1848,31,2021
262163,Seraing,5,2019
242706,San Jose Earthquakes,29,2018
248172,SC East Bengal FC,3,2021
263276,FC Academica Clinceni,77,2021
258411,Bengaluru FC,19,2020
263716,Servette FC,20,2021
263974,Al Taawoun,22,2021
260698,Club Atlético Rentistas,26,2021
253478,Chennaiyin FC,11,2018
243517,Heart of Midlothian,25,2018
258363,Los Angeles FC,3,2020
248379,Finn Harps,21,2019
260154,Huddersfield Town,41,2018
262968,FC Lausanne-Sport,3,2021
259895,Mjøndalen IF,10,2020
256054,FC Farul Constanța,3,2021
198454,Drogheda United,45,2019
264501,Valenciennes FC,31,2021
256563,Unión La Calera,27,2020
262707,Borussia Dortmund II,35,2021
233264,FC Midtjylland,30,2021
257326,Western United FC,26,2020
262700,Bruk-Bet Termalica Nieciecza,87,2020
261931,Shenzhen FC,17,2021
256043,Mjøndalen IF,19,2020
260394,Gangwon FC,35,2021
259370,Swansea City,25,2020
257065,Houston Dynamo,17,2020
256553,CD Huachipato,27,2020
261159,SV Zulte Waregem,51,2021
256039,LA Galaxy,56,2020
242983,Norwich City,49,2018
260390,Club de Foot Montréal,38,2020
258342,Bradford City,25,2020
260714,Mjällby AIF,27,2021
264040,Plymouth Argyle,42,2021
257894,Kerala Blasters FC,19,2020
228196,Chennaiyin FC,20,2016
263856,Grasshopper Club Zürich,51,2021
241327,Shanghai Port FC,12,2017
248494,Barnsley,38,2018
263854,Hammarby IF,27,2021
243012,Jagiellonia Białystok,33,2017
260164,Bradford City,33,2020
264005,Jagiellonia Białystok,24,2021
217157,Chongqing Liangjiang Athletic,14,2020
255814,Sociedad Deportiva Aucas,20,2020
264264,Damac FC,99,2021
261448,SV Waldhof Mannheim 07,34,2021
261450,Vejle Boldklub,18,2019
240460,Al Fateh,1,2013
257100,Vissel Kobe,16,2020
262733,SK Brann,25,2021
263245,Zagłębie Lubin,21,2021
250957,Türkgücü München,12,2021
253518,Wuhan FC,21,2021
261968,Eintracht Braunschweig,35,2021
263508,América de Cali,26,2021
252246,Jamshedpur FC,5,2019
262999,SV Wehen Wiesbaden,38,2021
261975,Chongqing Liangjiang Athletic,31,2021
264281,Newport County,56,2020
212057,Drogheda United,4,2019
248752,Henan Songshan Longmen FC,33,2021
263345,Viktoria Köln,29,2021
245425,Newcastle Jets,30,2018
241338,Shijiazhuang Ever Bright F.C.,5,2021
243299,Houston Dynamo,26,2018
256866,Crewe Alexandra,26,2020
208482,SC East Bengal FC,47,2021
263266,Al Fayha,64,2020
248158,Chicago Fire Football Club,32,2019
213854,Mjøndalen IF,29,2020
264643,GZT Giresunspor,33,2020
257984,FC Dinamo 1948 Bucureşti,28,2020
259518,CD Huachipato,26,2020
263101,Reading,35,2021
260539,Perth Glory,27,2020
263425,FC Sochaux-Montbéliard,13,2021
248242,Al Hazem,70,2018
252161,Waterford FC,5,2021
257793,West Bromwich Albion,30,2020
263938,AFC Wimbledon,33,2021
252418,Dundee FC,20,2019
241593,Tianjin Jinmen Tiger FC,15,2021
251832,Deportivo Pasto,32,2019
241592,Qingdao FC,37,2021
262327,Sociedad Deportiva Aucas,25,2020
252597,Bolton Wanderers,44,2019
257972,FC Midtjylland,24,2020
245427,Al Fateh,16,2018
252733,Örebro SK,15,2019
263770,Varbergs BoIS FC,13,2021
262207,Colchester United,31,2021
251789,Waterford FC,22,2019
254978,Ulsan Hyundai FC,25,2020
258703,AFC Wimbledon,29,2021
262032,Los Angeles FC,24,2021
258449,FC Goa,17,2021
262802,Górnik Łęczna,44,2019
264082,IF Elfsborg,32,2021
263317,Pogoń Szczecin,99,2021
263830,Seraing,51,2021
262807,Górnik Łęczna,30,2020
241303,Guangzhou City,4,2017
258623,Colchester United,32,2020
263577,Swansea City,48,2021
263833,Seraing,52,2021
258969,Morecambe,6,2019
251546,Sheffield United,34,2019
259741,NorthEast United FC,16,2021
259997,Halmstads BK,30,2018
262048,Kerala Blasters FC,4,2021
263841,SC Freiburg II,45,2021
243342,Mansfield Town,19,2021
253068,Longford Town,11,2020
260003,Sydney FC,29,2020
263939,AFC Wimbledon,34,2021
259089,FC Würzburger Kickers,24,2021
259343,Al Faisaly,78,2020
264207,Club de Foot Montréal,28,2021
255501,Gangwon FC,45,2020
243213,Al Ittihad,22,2021
237325,St. Johnstone FC,15,2021
260108,NorthEast United FC,7,2020
227084,Finn Harps,22,2020
254475,ATK Mohun Bagan FC,2,2020
248331,Kerala Blasters FC,7,2020
260106,Hyderabad FC,1,2021
253962,Hebei FC,9,2019
247304,Colorado Rapids,29,2019
242952,Club Necaxa,19,2021
260103,Brøndby IF,31,2019
253447,Western United FC,25,2019
256774,Viking FK,25,2020
264454,Tromsø IL,30,2021
248067,Vålerenga Fotball,29,2018
257953,Wisła Płock,32,2020
263832,Seraing,28,2020
263844,Western United FC,38,2021
253054,Scunthorpe United,26,2019
231547,Accrington Stanley,26,2020
262523,Wrexham AFC,32,2020
261242,Waterford FC,19,2021
252538,1. FC Kaiserslautern,31,2019
263802,Peterborough United,31,2021
262521,Wrexham AFC,25,2021
236919,Macarthur FC,16,2020
248182,IK Sirius,35,2019
261028,Mjällby AIF,14,2021
261236,Kawasaki Frontale,31,2021
260980,IK Sirius,14,2021
263796,Reading,38,2021
248177,Hyderabad FC,23,2020
253038,Ettifaq FC,3,2019
263490,Derry City,10,2021
264256,Tromsø IL,26,2020
262720,FC Academica Clinceni,66,2021
261951,Tianjin Jinmen Tiger FC,16,2021
258879,TSV Egger Glas Hartberg,44,2020
261500,Deportivo Cali,6,2021
263030,Derry City,25,2020
264575,FK Bodø/Glimt,43,2021
264362,Jamshedpur FC,4,2021
228992,NorthEast United FC,29,2021
263077,FC Würzburger Kickers,14,2021
251815,Sagan Tosu,12,2020
256935,Seattle Sounders FC,45,2020
263080,SV Meppen,29,2021
263849,AFC UTA Arad,77,2021
242601,Macarthur FC,14,2021
256681,Barnsley,50,2018
263338,CS Mioveni,18,2021
250792,Strømsgodset IF,80,2019
255659,Odds BK,24,2020
259973,Roma,63,2020
257965,Ettifaq FC,19,2020
261506,Aragua Fútbol Club,30,2020
264067,Górnik Zabrze,19,2021
259713,New York City FC,21,2020
241542,Drogheda United,1,2021
259465,SønderjyskE,30,2020
260269,Club Nacional de Football,24,2017
261668,Longford Town,23,2020
256798,Odense Boldklub,28,2019
259358,Al Ittihad,14,2020
263711,Cruz Azul,94,2021
251423,Mansfield Town,13,2018
254239,Mjøndalen IF,27,2019
260127,Dundee United,30,2020
257568,Rosenborg BK,24,2020
264225,Dundee FC,44,2020
262180,Kalmar FF,26,2020
263972,Salford City,21,2021
262962,Aalborg BK,19,2021
261414,Swindon Town,29,2020
224555,Dalian Professional Football Club,12,2020
245036,Shandong Taishan,31,2018
256556,Aston Villa,45,2020
257836,Sandefjord Fotball,29,2021
259629,Sydney FC,33,2020
263982,Brisbane Roar,14,2021
256046,Sepsi OSK Sf. Gheorghe,7,2020
256815,Birmingham City,51,2018
263986,Austin FC,34,2021
257469,Sunderland,30,2021
263482,Hartlepool United,15,2020
247579,Daegu FC,2,2020
258800,NorthEast United FC,49,2021
253670,Odisha FC,13,2019
263655,Servette FC,34,2021
262377,Odisha FC,27,2021
263657,Lecce,14,2021
263915,Derby County,52,2019
222187,Hebei FC,35,2019
262636,Mansfield Town,30,2021
263660,Club Atlético de San Luis,32,2021
257260,Odense Boldklub,18,2020
261100,IF Elfsborg,28,2021
248815,Salford City,23,2020
261871,Longford Town,4,2021
259568,LA Galaxy,27,2021
264676,FC Nordsjælland,16,2021
248305,Odisha FC,36,2021
222195,Shijiazhuang Ever Bright F.C.,32,2021
261107,Lech Poznań,19,2021
263412,Waterford FC,15,2021
262133,Milton Keynes Dons,25,2021
260854,Kashima Antlers,24,2021
248567,Colorado Rapids,25,2019
259063,Accrington Stanley,25,2020
260343,Al Hilal,44,2020
240632,Perth Glory,21,2021
263161,Al Tai,14,2020
261881,Al Fayha,47,2021
252644,Daegu FC,13,2019
251875,Sepsi OSK Sf. Gheorghe,27,2018
222203,Qingdao FC,20,2018
248276,NorthEast United FC,3,2021
261056,Jeonbuk Hyundai Motors,19,2021
241346,Qingdao FC,2,2019
264131,Scunthorpe United,20,2021
263109,Degerfors IF,22,2021
264133,IF Elfsborg,30,2021
261062,FC Seoul,45,2021
261063,FC Seoul,88,2021
263368,FC Botoşani,22,2021
252872,Al Hazem,33,2019
259274,Plymouth Argyle,37,2020
258003,TSV 1860 München,28,2020
262099,Sporting Kansas City,24,2021
258005,TSV 1860 München,30,2020
263650,Scunthorpe United,14,2020
241622,Tianjin Jinmen Tiger FC,23,2020
253398,Stabæk Fotball,1,2018
259030,Universidad Católica,31,2020
259544,FBC Melgar,30,2020
256217,Colorado Rapids,16,2020
263642,FC Dinamo 1948 Bucureşti,20,2021
264413,Al Raed,33,2021
244958,Crewe Alexandra,18,2018
260319,Varbergs BoIS FC,93,2021
264672,Gaz Metan Mediaş,70,2021
262369,Sutton United,18,2020
252385,Leyton Orient,24,2018
241402,West Bromwich Albion,31,2019
256382,Varbergs BoIS FC,29,2018
264499,Mumbai City FC,16,2021
260421,Columbus Crew,16,2021
264273,Lillestrøm SK,33,2021
246096,Bohemian FC,20,2018
263248,APOEL Nicosia FC,78,2021
247631,Mumbai City FC,2,2020
257102,Nagoya Grampus,30,2020
241998,Chongqing Liangjiang Athletic,18,2019
263758,Stoke City,37,2021
247628,Kerala Blasters FC,24,2016
243020,Club Universidad Nacional,12,2021
256330,Al Shabab,50,2020
251976,Sporting Kansas City,28,2019
240455,Crewe Alexandra,22,2017
253509,SC East Bengal FC,19,2021
248404,FC Voluntari,33,2017
252995,PFC CSKA Moscow,49,2019
261954,Tianjin Jinmen Tiger FC,37,2021
230722,Finn Harps,9,2021
263746,FC St. Gallen 1879,30,2021
262210,Los Angeles FC,28,2020
259137,FC Goa,29,2020
263998,Al Tai,47,2021
255547,FC Seoul,66,2019
262846,FC Academica Clinceni,1,2018
259383,Servette FC,40,2020
262966,Puebla FC,24,2021
263220,Al Tai,33,2021
244817,Wrexham AFC,31,2019
260951,Sligo Rovers,24,2021
251262,Fleetwood Town,30,2018
248679,FC Farul Constanța,98,2021
261244,Brisbane Roar,33,2020
260732,Inter Miami CF,24,2021
251514,Accrington Stanley,15,2021
260472,Jeju United FC,41,2021
257652,Warta Poznań,29,2020
262514,FC Lugano,99,2021
264305,Wigan Athletic,31,2021
248175,Lillestrøm SK,21,2019
239727,Gallos Blancos de Querétaro,21,2021
260717,Gillingham,23,2021
253035,FC Goa,27,2019
258409,AFC Chindia Târgoviște,99,2020
264295,Molde FK,54,2021
262233,D.C. United,12,2021
248678,Campionii FC Arges,6,2021
262245,Jagiellonia Białystok,42,2021
259940,Al Ittihad,32,2020
254819,Bologna,82,2021
263779,Warta Poznań,8,2021
256865,Crewe Alexandra,24,2020
256609,F.C. København,31,2021
261215,Western United FC,12,2021
260703,Al Ahli,77,2021
255071,Queens Park Rangers,39,2017
263517,Nagoya Grampus,31,2021
255836,Al Fayha,99,2020
252699,Brisbane Roar,1,2019
261502,Deportivo Cali,28,2021
223771,SC East Bengal FC,15,2020
242086,Melbourne City FC,33,2020
257688,FC Goa,2,2020
263322,Hull City,35,2021
263834,Seraing,61,2021
247962,Kristiansund BK,26,2018
263835,Seraing,65,2021
263325,Hull City,39,2021
264093,Leyton Orient,28,2021
262047,Kerala Blasters FC,15,2021
263329,Hull City,38,2021
257186,FC Luzern,30,2020
260260,Hibernian,49,2021
263845,Pohang Steelers,32,2021
242853,Middlesbrough,31,2017
261031,IF Elfsborg,18,2021
262552,Silkeborg IF,13,2021
264360,Eintracht Braunschweig,25,2021
263083,SV Meppen,28,2021
262572,Silkeborg IF,26,2021
252844,Cardiff City,44,2021
233645,Central Coast Mariners,11,2021
264366,Los Angeles FC,31,2021
245166,Chennaiyin FC,5,2021
255918,Pohang Steelers,99,2020
258736,Oldham Athletic,19,2020
263090,Vålerenga Fotball,27,2021
259763,F.C. København,27,2020
263092,WSG Tirol,1,2021
224692,Shijiazhuang Ever Bright F.C.,19,2020
253080,Al Faisaly,70,2019
259991,Halmstads BK,22,2017
242108,Newcastle Jets,16,2021
263962,Górnik Zabrze,77,2021
261115,Pohang Steelers,20,2020
248318,Jamshedpur FC,15,2018
263295,Los Angeles FC,5,2021
259201,St. Mirren,19,2021
260737,Club Atlético Peñarol,4,2021
264071,Piast Gliwice,27,2021
257671,PGE FKS Stal Mielec,19,2020
263304,Peterborough United,32,2021
259464,Motherwell,25,2019
252809,Gangwon FC,15,2019
253065,Kerala Blasters FC,13,2020
264074,Radomiak Radom,90,2018
263308,Barnsley,37,2019
264334,Charlton Athletic,50,2021
253079,Al Faisaly,87,2019
264080,Warta Poznań,25,2021
255632,Shijiazhuang Ever Bright F.C.,23,2019
260497,Incheon United FC,24,2021
258962,Guangzhou City,26,2020
259730,Mumbai City FC,15,2020
263827,BSC Young Boys,61,2021
240531,Al Taawoun,21,2017
248723,Middlesbrough,24,2018
259475,Macarthur FC,21,2020
222612,Longford Town,30,2021
257684,FC Goa,19,2020
258197,ATK Mohun Bagan FC,18,2020
264599,FC Goa,44,2020
258228,Benevento,79,2019
264333,Morecambe,26,2021
264704,FC Würzburger Kickers,30,2021
264203,Al Ahli,46,2021
248857,Lecce,75,2018
241920,Newcastle Jets,44,2021
262914,Carlisle United,21,2021
262915,1. FC Saarbrücken,34,2021
263683,Bengaluru FC,12,2021
263431,Centro Atlético Fénix,16,2021
228103,Spartak Moskva,27,2019
240393,Shanghai Shenhua FC,38,2020
261129,Suwon FC,29,2021
261386,Central Coast Mariners,16,2020
240391,Henan Songshan Longmen FC,20,2017
264204,Al Faisaly,21,2021
259596,St. Patrick's Athletic,25,2020
263182,Al Ahli,30,2020
264206,Al Ittihad,29,2021
257040,Vålerenga Fotball,18,2020
256531,Universidad Católica,29,2020
261910,Gillingham,22,2021
253708,Chennaiyin FC,31,2021
264114,Central Coast Mariners,17,2021
251562,Millwall,40,2019
260010,Al Taawoun,31,2020
255660,Odds BK,19,2020
258732,Morecambe,12,2019
263598,IK Sirius,30,2021
262326,Leyton Orient,23,2021
261042,SC East Bengal FC,40,2021
248247,SC East Bengal FC,55,2021
263091,Śląsk Wrocław,12,2021
256435,Sandefjord Fotball,25,2019
261287,Longford Town,21,2020
260521,Melbourne City FC,38,2021
256304,Bengaluru FC,27,2020
260007,Atlanta United,36,2020
254119,AFC Wimbledon,15,2019
255141,Sarpsborg 08 FF,1,2020
236452,Odisha FC,14,2018
263331,Rotherham United,30,2021
262050,Club Atlético Rentistas,43,2021
264354,Bradford City,32,2021
260001,Malmö FF,29,2020
260538,Perth Glory,12,2020
261536,Oxford United,38,2021
263840,Hull City,36,2021
263328,Hull City,40,2021
259258,IFK Norrköping,21,2020
264646,Newcastle Jets,20,2021
263867,Al Ahli,22,2020
263884,Ettifaq FC,26,2021
242696,Beijing Guoan FC,32,2018
261387,Central Coast Mariners,31,2020
255500,Gangwon FC,4,2020
261645,SV Ried,36,2021
262358,Dundee FC,30,2020
257748,Östersunds FK,17,2020
264656,Al Batin,24,2019
257999,TSV 1860 München,12,2020
256463,SV Sandhausen,40,2020
245455,Al Batin,15,2018
255948,Sligo Rovers,12,2020
260553,Melbourne City FC,36,2019
245435,Al Ittihad,1,2018
262088,F.C. København,30,2021
257223,SønderjyskE,19,2020
257949,AFC Bournemouth,44,2019
252612,Pohang Steelers,22,2019
251586,Shenzhen FC,2,2019
231618,Fleetwood Town,21,2021
149697,Derry City,16,2019
248256,Al Raed,50,2018
233407,Shandong Taishan,1,2020
260797,FC Seoul,55,2021
248253,Jamshedpur FC,11,2021
255903,Real Salt Lake,17,2020
263314,FC Botoşani,70,2021
247707,Shijiazhuang Ever Bright F.C.,37,2021
250777,Mjøndalen IF,13,2021
263977,Al Taawoun,20,2020
246313,Oxford United,31,2018
256811,Birmingham City,40,2018
261419,Colorado Rapids,34,2021
263212,Wigan Athletic,33,2021
263214,Wigan Athletic,40,2021
253744,Chongqing Liangjiang Athletic,5,2019
259120,Portsmouth,28,2021
263985,FC Luzern,41,2021
261425,NorthEast United FC,8,2020
259378,Al Raed,13,2020
254515,Mjällby AIF,20,2020
245558,Livingston FC,36,2016
250935,Carlisle United,18,2017
261432,Middlesbrough,37,2021
262713,Cambridge United,28,2021
263994,IFK Göteborg,24,2021
252730,St. Johnstone FC,20,2017
253499,Hyderabad FC,9,2021
260411,D.C. United,33,2021
257085,Viking FK,12,2020
263745,FC St. Gallen 1879,37,2021
259648,Jamshedpur FC,2,2021
263744,FC St. Gallen 1879,32,2021
246079,Drogheda United,24,2021
256552,CD Huachipato,13,2020
264232,Al Tai,4,2020
263975,Salford City,30,2021
264468,Lincoln City,35,2021
243097,Chongqing Liangjiang Athletic,13,2018
248214,Spartak Moskva,86,2017
259733,SC East Bengal FC,12,2020
237205,Ross County FC,31,2016
259476,Macarthur FC,19,2020
264084,Vejle Boldklub,35,2021
259987,Malmö FF,1,2020
264455,SC East Bengal FC,31,2021
261391,Lillestrøm SK,18,2020
263185,Campionii FC Arges,18,2021
263187,Campionii FC Arges,15,2021
257812,AFC UTA Arad,97,2018
258086,Melbourne Victory,37,2020
258837,Salford City,33,2020
256280,Benevento,6,2019
255769,Pohang Steelers,19,2020
262170,Lincoln City,34,2020
261914,Changchun Yatai FC,1,2020
259357,Al Ittihad,23,2020
260381,FC Groningen,33,2021
246815,IFK Norrköping,28,2019
263712,FC Lausanne-Sport,91,2021
254240,Mjøndalen IF,28,2020
260387,Club de Foot Montréal,35,2020
261895,Hebei FC,31,2021
248324,Jamshedpur FC,1,2020
259133,Randers FC,21,2020
248683,Strømsgodset IF,50,2019
260462,St. Patrick's Athletic,31,2019
256879,Örebro SK,33,2020
263795,Chongqing Liangjiang Athletic,17,2021
252788,Ross County FC,21,2020
260724,LA Galaxy,70,2021
256377,IFK Norrköping,17,2020
256379,Varbergs BoIS FC,20,2018
251516,West Ham United,52,2020
227969,Qingdao FC,18,2017
243073,Tianjin Jinmen Tiger FC,27,2018
257921,FC Nordsjælland,31,2020
256387,Seongnam FC,1,2020
262533,Odds BK,18,2020
259718,FC Basel 1893,46,2020
260998,Kalmar FF,19,2021
262535,FC Cincinnati,32,2021
247176,Sligo Rovers,16,2018
261119,Lechia Gdańsk,72,2021
257023,Sandefjord Fotball,31,2020
263167,Peterborough United,30,2021
263930,Tranmere Rovers,28,2021
252665,Jeonbuk Hyundai Motors,22,2019
261109,Al Taawoun,40,2021
248308,Bengaluru FC,18,2021
261875,Sydney FC,32,2021
261872,Abha Club,18,2020
261615,Changchun Yatai FC,39,2021
257262,FC Nordsjælland,20,2020
261357,Al Hilal,49,2021
256109,Odense Boldklub,21,2020
264043,Vejle Boldklub,36,2021
252419,Luton Town,34,2019
245610,İstanbul Başakşehir FK,13,2015
253506,Odisha FC,9,2020
262723,FC Midtjylland,90,2021
256323,Kaizer Chiefs,34,2019
256836,Odisha FC,5,2020
251973,Randers FC,24,2019
261190,Al Batin,17,2020
264519,IK Sirius,32,2021
262216,Mjällby AIF,26,2021
260424,Houston Dynamo,32,2021
260681,San Jose Earthquakes,18,2021
260426,Houston Dynamo,28,2021
261194,AIK,14,2021
244555,Exeter City,25,2018
264271,Al Tai,87,2021
264528,SC East Bengal FC,7,2021
264530,Drogheda United,31,2021
247634,Kerala Blasters FC,26,2018
259156,Stevenage,25,2020
254549,Newport County,41,2019
259669,Aberdeen,32,2020
263510,Warta Poznań,12,2021
264282,Oldham Athletic,13,2020
261725,Mansfield Town,20,2021
259426,Ettifaq FC,15,2020
259428,Ettifaq FC,29,2020
258662,Exeter City,32,2020
264296,Stabæk Fotball,29,2021
246120,Macarthur FC,29,2017
264041,Swindon Town,31,2021
258541,Al Faisaly,55,2020
262378,Western United FC,22,2021
263400,Swansea City,35,2021
255369,Al Tai,99,2019
259329,Tranmere Rovers,30,2019
264192,AFC Bournemouth,39,2018
256999,Rochdale,25,2019
